"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"3373",32,"management","single","tertiary","no",1160,"yes","yes","unknown",11,"jun",450,2,0
"3374",28,"admin.","single","tertiary","no",14,"no","no","cellular",1,"jun",201,1,0
"3375",33,"blue-collar","married","secondary","no",26,"yes","no","cellular",17,"apr",342,3,1
"3376",50,"blue-collar","married","unknown","no",452,"no","no","cellular",20,"aug",181,2,0
"3377",42,"blue-collar","single","secondary","no",382,"yes","no","cellular",13,"may",294,1,0
"3378",45,"admin.","married","unknown","no",2033,"no","no","cellular",30,"nov",123,1,4
"3379",34,"unemployed","married","secondary","no",0,"yes","no","cellular",13,"may",172,1,0
"3380",56,"admin.","divorced","unknown","no",789,"yes","no","cellular",8,"may",1022,1,2
"3381",33,"blue-collar","single","secondary","no",142,"yes","no","cellular",14,"may",123,1,3
"3382",34,"admin.","married","secondary","no",645,"yes","no","unknown",19,"may",420,1,0
"3383",37,"blue-collar","married","unknown","no",897,"yes","no","cellular",13,"apr",119,2,2
"3384",37,"blue-collar","married","secondary","no",103,"yes","no","cellular",12,"may",153,1,0
"3385",35,"admin.","single","secondary","no",847,"yes","no","cellular",11,"may",85,2,0
"3386",38,"unknown","single","tertiary","yes",0,"no","no","cellular",11,"sep",260,3,3
"3387",32,"blue-collar","married","secondary","no",517,"yes","no","unknown",5,"may",528,1,0
"3388",52,"technician","single","tertiary","no",1308,"yes","no","unknown",29,"may",361,1,0
"3389",49,"services","married","secondary","no",66,"yes","yes","cellular",21,"nov",59,4,0
"3390",46,"management","divorced","secondary","no",361,"yes","no","unknown",19,"may",86,7,0
"3391",42,"entrepreneur","married","primary","no",66,"yes","yes","cellular",6,"feb",139,1,0
"3392",36,"blue-collar","married","unknown","no",70,"yes","no","unknown",8,"may",219,4,0
"3393",32,"services","married","secondary","no",180,"yes","no","telephone",15,"may",45,2,0
"3394",49,"technician","married","tertiary","no",279,"yes","no","unknown",19,"may",168,4,0
"3395",46,"services","married","secondary","yes",4,"no","no","cellular",30,"apr",268,1,5
"3396",40,"entrepreneur","married","secondary","no",1416,"yes","no","unknown",14,"may",210,2,0
"3397",36,"admin.","married","secondary","no",465,"yes","no","unknown",20,"may",160,1,0
"3398",36,"admin.","married","secondary","no",998,"yes","no","unknown",14,"may",1044,2,0
"3399",34,"technician","married","secondary","no",550,"no","yes","cellular",9,"jul",601,1,0
"3400",46,"management","married","tertiary","no",1285,"yes","no","unknown",27,"may",89,1,0
"3401",32,"services","married","tertiary","no",4908,"no","yes","cellular",13,"may",491,2,0
"3402",32,"unemployed","single","tertiary","no",336,"yes","no","unknown",8,"may",139,1,0
"3403",32,"management","single","tertiary","no",131,"no","no","unknown",3,"jun",267,3,0
"3404",43,"management","married","tertiary","no",348,"no","yes","cellular",15,"jul",88,3,0
"3405",25,"self-employed","single","tertiary","no",453,"yes","no","cellular",17,"jul",134,1,0
"3406",55,"admin.","married","secondary","no",1102,"yes","no","unknown",15,"may",126,2,0
"3407",24,"admin.","single","secondary","no",926,"yes","yes","cellular",15,"may",191,1,0
"3408",40,"management","divorced","tertiary","no",502,"yes","no","cellular",3,"feb",267,4,3
"3409",38,"management","single","tertiary","no",8669,"yes","no","telephone",20,"apr",5,3,6
"3410",48,"blue-collar","single","primary","no",316,"no","no","unknown",5,"jun",560,2,0
"3411",36,"management","married","tertiary","no",9324,"yes","no","cellular",30,"mar",138,8,0
"3412",57,"management","married","tertiary","no",0,"no","no","cellular",19,"aug",188,4,0
"3413",45,"admin.","married","secondary","no",72,"yes","yes","cellular",15,"may",262,2,2
"3414",33,"self-employed","single","tertiary","yes",61,"no","no","cellular",19,"aug",836,3,0
"3415",38,"technician","single","secondary","no",173,"no","no","cellular",29,"aug",150,4,0
"3416",26,"services","single","secondary","no",-162,"yes","no","cellular",15,"may",44,2,0
"3417",30,"management","single","tertiary","no",47,"no","yes","cellular",31,"jul",11,17,0
"3418",55,"services","divorced","tertiary","no",1983,"yes","no","telephone",19,"nov",123,1,0
"3419",34,"blue-collar","married","secondary","no",326,"yes","yes","unknown",15,"may",150,2,0
"3420",60,"admin.","married","secondary","no",2552,"no","yes","cellular",30,"jan",255,2,4
"3421",36,"management","single","tertiary","no",1283,"no","no","cellular",18,"aug",92,5,0
"3422",65,"housemaid","married","primary","no",2179,"yes","no","cellular",4,"sep",112,7,0
"3423",39,"self-employed","married","tertiary","yes",1047,"no","no","unknown",6,"jun",554,1,0
"3424",52,"blue-collar","married","primary","no",36,"no","no","cellular",13,"aug",109,2,0
"3425",55,"technician","married","secondary","yes",-308,"no","no","cellular",2,"feb",781,1,0
"3426",26,"management","single","tertiary","no",1177,"no","no","cellular",19,"oct",116,1,0
"3427",40,"self-employed","married","primary","no",2077,"yes","no","cellular",13,"may",363,1,24
"3428",52,"entrepreneur","married","secondary","no",0,"no","no","cellular",7,"aug",82,2,0
"3429",29,"self-employed","married","tertiary","no",1,"no","no","cellular",18,"jul",167,3,0
"3430",41,"blue-collar","married","primary","no",7735,"yes","no","cellular",20,"nov",220,1,1
"3431",30,"technician","single","tertiary","no",1922,"yes","no","cellular",18,"may",546,1,0
"3432",28,"student","single","secondary","yes",153,"no","no","cellular",23,"jul",1124,2,0
"3433",26,"blue-collar","married","secondary","no",2770,"yes","no","unknown",8,"may",141,1,0
"3434",58,"management","married","secondary","no",139,"no","no","cellular",27,"may",188,1,2
"3435",29,"management","single","tertiary","no",21,"yes","no","cellular",14,"may",107,4,3
"3436",48,"technician","married","secondary","no",178,"yes","no","unknown",17,"jun",320,4,0
"3437",35,"blue-collar","married","secondary","no",444,"yes","no","cellular",15,"apr",244,3,0
"3438",26,"services","single","secondary","no",209,"yes","no","cellular",22,"jul",319,2,0
"3439",49,"blue-collar","married","unknown","no",3096,"no","no","unknown",16,"jun",147,2,0
"3440",34,"admin.","married","secondary","no",5320,"no","no","cellular",3,"mar",114,6,5
"3441",32,"services","married","secondary","no",4885,"yes","yes","cellular",18,"nov",400,2,0
"3442",31,"admin.","married","secondary","no",0,"yes","yes","cellular",18,"nov",79,3,0
"3443",48,"unemployed","married","primary","no",5462,"no","no","unknown",6,"jun",29,4,0
"3444",40,"blue-collar","married","secondary","no",6767,"yes","no","cellular",20,"nov",97,2,0
"3445",42,"technician","divorced","secondary","no",2974,"yes","no","unknown",21,"may",187,5,0
"3446",48,"technician","married","secondary","no",427,"no","no","unknown",14,"may",201,1,0
"3447",38,"services","married","secondary","no",8876,"no","no","cellular",2,"feb",280,1,1
"3448",53,"management","married","tertiary","no",146,"no","no","unknown",30,"may",150,1,0
"3449",59,"retired","divorced","secondary","no",319,"no","no","cellular",24,"jul",129,1,0
"3450",28,"unemployed","single","secondary","no",304,"no","no","cellular",14,"jun",516,1,0
"3451",41,"blue-collar","married","primary","no",389,"yes","no","unknown",16,"jun",127,2,0
"3452",50,"management","single","primary","no",766,"no","no","unknown",17,"jun",174,2,0
"3453",31,"admin.","married","secondary","no",0,"yes","no","cellular",29,"jul",82,5,0
"3454",30,"technician","single","secondary","no",3107,"yes","no","unknown",3,"jun",1516,2,0
"3455",59,"admin.","divorced","secondary","no",174,"yes","no","unknown",16,"may",204,1,0
"3456",33,"technician","divorced","secondary","no",-305,"no","yes","unknown",9,"may",109,1,0
"3457",35,"self-employed","married","secondary","no",670,"no","no","cellular",9,"jul",378,1,0
"3458",30,"management","single","tertiary","no",6164,"yes","no","unknown",27,"may",152,11,0
"3459",71,"retired","married","secondary","yes",2850,"no","no","cellular",17,"feb",185,1,0
"3460",30,"services","single","primary","no",79,"yes","no","cellular",15,"may",317,1,0
"3461",24,"services","married","secondary","no",110,"yes","no","unknown",23,"may",27,1,0
"3462",34,"technician","single","secondary","no",5039,"no","no","cellular",20,"nov",205,6,0
"3463",34,"blue-collar","married","secondary","no",360,"yes","no","telephone",19,"nov",46,1,2
"3464",52,"admin.","married","secondary","no",199,"no","no","cellular",28,"jan",978,2,1
"3465",33,"self-employed","single","secondary","no",238,"yes","yes","cellular",5,"feb",45,5,0
"3466",38,"blue-collar","married","secondary","no",5092,"yes","no","unknown",17,"jun",145,6,0
"3467",41,"admin.","divorced","secondary","no",1088,"yes","no","cellular",28,"jan",138,1,0
"3468",42,"management","divorced","tertiary","no",221,"yes","no","unknown",7,"may",720,2,0
"3469",38,"blue-collar","divorced","secondary","no",889,"no","yes","unknown",18,"jun",362,1,0
"3470",48,"blue-collar","married","primary","no",750,"yes","no","cellular",18,"may",90,6,0
"3471",34,"technician","single","secondary","no",0,"yes","yes","unknown",16,"may",214,1,0
"3472",46,"blue-collar","married","primary","no",1291,"yes","no","cellular",14,"may",142,3,17
"3473",33,"technician","married","secondary","no",1844,"yes","no","unknown",29,"may",241,3,0
"3474",40,"management","married","tertiary","no",89,"yes","yes","telephone",9,"feb",148,6,0
"3475",36,"admin.","married","secondary","no",4280,"no","no","unknown",19,"jun",227,6,0
"3476",32,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",126,2,0
"3477",33,"blue-collar","married","secondary","no",625,"yes","no","unknown",28,"may",410,1,0
"3478",55,"technician","married","unknown","no",574,"yes","no","cellular",29,"jan",243,2,0
"3479",58,"management","married","primary","no",320,"yes","no","unknown",30,"may",171,2,0
"3480",25,"technician","single","tertiary","no",468,"yes","no","unknown",15,"may",147,1,0
"3481",47,"services","married","secondary","no",440,"yes","no","unknown",12,"jun",91,1,0
"3482",40,"unemployed","married","secondary","no",0,"yes","no","cellular",19,"nov",332,1,1
"3483",59,"retired","married","secondary","no",5706,"yes","no","cellular",25,"jul",471,2,0
"3484",40,"management","married","tertiary","no",7780,"no","no","telephone",4,"may",364,1,1
"3485",30,"management","married","secondary","no",-559,"yes","yes","cellular",7,"may",98,1,2
"3486",25,"entrepreneur","single","tertiary","no",16874,"yes","yes","cellular",15,"may",117,2,0
"3487",58,"retired","married","primary","no",1987,"no","no","telephone",14,"jul",185,4,0
"3488",39,"entrepreneur","married","unknown","no",98,"yes","no","telephone",15,"may",59,3,1
"3489",40,"self-employed","married","tertiary","no",642,"no","no","cellular",18,"nov",147,3,0
"3490",38,"blue-collar","married","secondary","no",526,"yes","yes","unknown",23,"may",553,2,0
"3491",66,"management","single","tertiary","no",6483,"no","no","cellular",13,"aug",275,1,0
"3492",47,"management","married","tertiary","yes",2306,"no","no","telephone",6,"aug",239,4,0
"3493",37,"blue-collar","married","secondary","no",954,"yes","no","unknown",2,"jun",402,9,0
"3494",36,"management","single","tertiary","no",-679,"yes","yes","cellular",7,"may",172,1,1
"3495",50,"blue-collar","married","primary","no",-1,"no","no","cellular",19,"aug",195,2,0
"3496",76,"retired","married","primary","no",2590,"no","no","telephone",9,"feb",68,12,0
"3497",58,"management","single","tertiary","no",331,"no","yes","cellular",28,"jul",82,3,0
"3498",42,"admin.","married","secondary","no",4209,"yes","no","unknown",5,"jun",57,6,0
"3499",58,"services","divorced","secondary","yes",462,"no","no","cellular",13,"nov",495,1,1
"3500",28,"self-employed","single","tertiary","no",0,"yes","no","cellular",21,"jul",479,1,0
"3501",41,"technician","married","secondary","no",0,"no","no","cellular",29,"aug",141,2,0
"3502",30,"management","married","tertiary","no",151,"no","no","cellular",19,"aug",82,4,0
"3503",32,"management","divorced","tertiary","yes",883,"yes","no","cellular",10,"dec",798,1,5
"3504",27,"services","single","secondary","no",266,"no","yes","cellular",7,"jul",232,1,0
"3505",48,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",60,5,0
"3506",36,"technician","married","tertiary","no",491,"yes","no","unknown",8,"may",103,3,0
"3507",54,"management","married","tertiary","no",3,"no","yes","cellular",8,"jul",443,1,0
"3508",36,"blue-collar","married","secondary","no",198,"yes","no","unknown",9,"may",400,2,0
"3509",52,"housemaid","married","secondary","no",14363,"no","no","unknown",5,"jun",132,1,0
"3510",34,"technician","divorced","secondary","no",0,"yes","yes","cellular",18,"aug",374,16,0
"3511",43,"technician","married","secondary","yes",136,"no","no","cellular",25,"aug",363,7,0
"3512",32,"management","single","tertiary","no",28,"no","no","cellular",8,"aug",111,2,0
"3513",33,"management","single","tertiary","no",335,"no","no","cellular",29,"aug",130,4,0
"3514",51,"housemaid","married","unknown","no",174,"no","no","telephone",29,"jul",308,3,0
"3515",39,"unemployed","married","secondary","no",270,"yes","no","unknown",3,"jun",116,1,0
"3516",44,"management","single","tertiary","no",1206,"no","no","cellular",9,"jul",160,2,0
"3517",49,"housemaid","divorced","primary","no",198,"yes","no","unknown",13,"may",205,3,0
"3518",25,"technician","married","tertiary","no",914,"yes","no","cellular",12,"may",185,2,0
"3519",39,"self-employed","married","secondary","no",31,"yes","no","cellular",20,"nov",61,2,4
"3520",54,"technician","married","secondary","no",0,"no","no","telephone",14,"aug",159,2,6
"3521",32,"management","single","tertiary","no",347,"yes","no","cellular",18,"may",213,1,6
"3522",36,"management","married","tertiary","no",860,"yes","no","unknown",20,"may",294,15,0
"3523",54,"technician","married","secondary","no",89,"yes","no","cellular",10,"jul",140,3,0
"3524",31,"technician","married","secondary","no",0,"yes","yes","cellular",28,"jan",71,1,9
"3525",45,"services","married","secondary","no",0,"no","yes","cellular",8,"jul",47,7,0
"3526",31,"admin.","single","secondary","no",68,"yes","no","cellular",16,"apr",570,2,0
"3527",45,"technician","married","secondary","no",-149,"yes","no","cellular",14,"jul",287,2,0
"3528",33,"services","divorced","secondary","yes",2411,"yes","no","cellular",23,"oct",130,1,1
"3529",46,"management","divorced","tertiary","no",225,"yes","no","cellular",14,"may",201,1,1
"3530",43,"unknown","single","tertiary","no",2731,"no","no","cellular",21,"nov",11,7,0
"3531",50,"management","married","tertiary","no",112,"yes","no","cellular",4,"nov",70,5,5
"3532",44,"management","divorced","tertiary","no",0,"no","no","cellular",22,"aug",54,2,0
"3533",42,"services","married","secondary","no",3620,"yes","no","unknown",27,"may",22,16,0
"3534",26,"blue-collar","single","secondary","no",179,"no","no","cellular",30,"jul",103,3,0
"3535",47,"admin.","single","secondary","no",1544,"yes","no","cellular",6,"apr",104,1,1
"3536",48,"blue-collar","married","primary","no",199,"no","no","telephone",18,"aug",29,2,0
"3537",60,"blue-collar","married","unknown","no",231,"yes","no","unknown",12,"may",57,2,0
"3538",27,"admin.","divorced","secondary","no",76,"yes","no","unknown",4,"jun",236,1,0
"3539",30,"unemployed","single","tertiary","yes",302,"no","no","cellular",11,"feb",528,3,0
"3540",28,"admin.","single","secondary","no",189,"yes","no","cellular",31,"jul",68,2,0
"3541",58,"retired","married","primary","yes",565,"no","no","telephone",7,"jul",876,1,0
"3542",37,"entrepreneur","married","tertiary","no",310,"no","no","cellular",1,"sep",76,1,0
"3543",36,"services","married","secondary","no",1746,"yes","no","unknown",26,"may",99,1,0
"3544",39,"technician","married","secondary","no",6,"yes","no","cellular",18,"may",122,3,4
"3545",52,"unemployed","married","primary","no",-110,"no","yes","cellular",29,"jan",141,1,0
"3546",55,"retired","married","secondary","no",2749,"yes","yes","unknown",29,"may",58,2,0
"3547",30,"management","single","tertiary","no",6495,"no","no","cellular",30,"mar",78,3,0
"3548",36,"blue-collar","single","secondary","no",35,"yes","no","unknown",3,"jun",435,3,0
"3549",39,"admin.","married","secondary","no",-650,"no","no","cellular",15,"may",123,2,1
"3550",47,"blue-collar","married","primary","no",292,"no","yes","telephone",28,"jul",210,3,0
"3551",42,"housemaid","single","primary","no",5774,"yes","no","unknown",15,"may",54,2,0
"3552",42,"management","married","secondary","no",2416,"yes","no","unknown",20,"may",138,4,0
"3553",58,"retired","married","secondary","no",35,"no","no","cellular",29,"jul",336,7,0
"3554",68,"retired","married","secondary","yes",19317,"yes","no","cellular",4,"aug",249,1,0
"3555",43,"technician","married","secondary","no",50,"no","no","unknown",28,"may",63,1,0
"3556",44,"blue-collar","married","secondary","no",-674,"yes","no","unknown",5,"may",257,1,0
"3557",49,"technician","married","tertiary","yes",3726,"no","no","cellular",5,"aug",875,2,0
"3558",57,"retired","married","tertiary","no",1180,"yes","yes","unknown",14,"may",191,2,0
"3559",61,"self-employed","divorced","tertiary","yes",6610,"no","no","cellular",24,"feb",481,2,0
"3560",36,"admin.","single","secondary","no",319,"yes","no","cellular",18,"may",120,2,0
"3561",31,"blue-collar","married","secondary","no",1545,"yes","yes","cellular",13,"may",207,1,0
"3562",51,"technician","married","tertiary","no",1315,"no","no","telephone",5,"jun",303,2,0
"3563",31,"technician","single","tertiary","no",424,"no","no","cellular",21,"aug",93,2,0
"3564",56,"blue-collar","married","primary","no",151,"no","no","cellular",3,"feb",128,1,0
"3565",30,"technician","single","tertiary","no",-970,"no","yes","cellular",21,"aug",194,2,0
"3566",38,"services","married","secondary","no",-762,"yes","yes","unknown",30,"may",408,2,0
"3567",35,"services","married","secondary","no",181,"yes","no","cellular",31,"jul",5,3,0
"3568",31,"blue-collar","married","unknown","no",-120,"yes","no","cellular",17,"jul",231,2,0
"3569",39,"admin.","divorced","secondary","no",1022,"yes","no","unknown",20,"jun",20,3,0
"3570",50,"management","married","tertiary","no",78,"yes","no","cellular",14,"jan",218,3,9
"3571",39,"technician","married","tertiary","no",209,"no","no","unknown",23,"jul",36,2,0
"3572",26,"admin.","married","secondary","no",2469,"no","no","cellular",16,"jul",136,8,0
"3573",55,"technician","married","secondary","no",0,"no","no","cellular",19,"nov",336,1,0
"3574",43,"blue-collar","divorced","primary","no",328,"no","yes","cellular",8,"jul",192,1,0
"3575",34,"housemaid","married","tertiary","no",0,"no","no","cellular",26,"may",141,1,1
"3576",51,"self-employed","married","primary","no",307,"yes","yes","unknown",17,"jun",65,2,0
"3577",31,"management","married","tertiary","no",1384,"yes","no","cellular",30,"jan",203,2,3
"3578",32,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",104,9,0
"3579",53,"technician","married","secondary","no",719,"yes","no","unknown",14,"may",230,1,0
"3580",44,"management","divorced","tertiary","no",0,"no","no","cellular",10,"aug",71,1,0
"3581",38,"entrepreneur","married","tertiary","no",6704,"yes","no","unknown",21,"may",205,2,0
"3582",47,"self-employed","married","tertiary","no",4543,"yes","no","unknown",14,"may",162,1,0
"3583",36,"management","married","tertiary","no",0,"yes","no","unknown",27,"may",145,2,0
"3584",30,"management","single","tertiary","no",149,"yes","no","unknown",3,"jun",220,2,0
"3585",46,"blue-collar","married","secondary","no",-1400,"yes","no","telephone",6,"may",309,3,4
"3586",33,"entrepreneur","married","secondary","no",-118,"yes","yes","unknown",27,"may",421,3,0
"3587",43,"blue-collar","married","secondary","yes",2160,"no","no","cellular",8,"sep",261,1,1
"3588",38,"management","married","tertiary","no",3452,"no","no","cellular",13,"aug",132,2,0
"3589",27,"technician","single","secondary","no",842,"no","no","cellular",30,"jul",273,1,1
"3590",38,"management","married","unknown","yes",3576,"no","no","cellular",25,"nov",349,2,1
"3591",41,"unemployed","married","tertiary","no",1666,"no","no","unknown",9,"jun",291,3,0
"3592",29,"technician","married","secondary","no",0,"yes","no","cellular",28,"jul",83,6,0
"3593",39,"services","married","secondary","no",0,"yes","no","unknown",20,"may",793,2,0
"3594",42,"blue-collar","single","primary","no",1628,"yes","no","cellular",5,"feb",119,1,8
"3595",47,"services","married","secondary","no",51,"yes","yes","unknown",16,"may",312,1,0
"3596",30,"blue-collar","single","secondary","no",447,"no","no","unknown",14,"may",103,6,0
"3597",34,"admin.","married","secondary","no",396,"yes","no","cellular",16,"jul",101,3,0
"3598",45,"housemaid","married","primary","no",4994,"no","no","unknown",20,"jun",48,1,0
"3599",43,"admin.","married","secondary","no",3215,"yes","no","cellular",21,"jul",228,3,0
"3600",59,"blue-collar","married","primary","no",2814,"no","no","unknown",20,"jun",81,3,0
"3601",50,"technician","married","secondary","no",0,"no","no","cellular",7,"jul",152,2,0
"3602",39,"blue-collar","married","secondary","no",293,"yes","no","unknown",23,"may",160,3,0
"3603",36,"technician","married","secondary","no",474,"yes","no","unknown",27,"may",59,1,0
"3604",44,"blue-collar","married","secondary","no",16178,"yes","no","cellular",21,"nov",297,1,0
"3605",36,"technician","married","tertiary","no",0,"no","no","cellular",22,"aug",147,2,0
"3606",27,"management","single","tertiary","no",88,"no","no","cellular",4,"may",143,1,0
"3607",29,"services","married","secondary","no",308,"yes","no","unknown",28,"may",75,1,0
"3608",70,"retired","married","secondary","no",1164,"no","no","telephone",14,"may",338,3,2
"3609",44,"management","married","tertiary","no",13893,"no","no","unknown",11,"jun",29,2,0
"3610",55,"management","married","tertiary","no",0,"yes","no","unknown",14,"may",159,2,0
"3611",36,"technician","divorced","secondary","no",-435,"yes","no","unknown",2,"jun",85,8,0
"3612",28,"technician","single","secondary","no",389,"yes","no","cellular",11,"may",15,7,0
"3613",50,"management","divorced","tertiary","no",356,"no","no","cellular",8,"may",198,2,5
"3614",49,"technician","married","secondary","no",2718,"no","no","unknown",19,"may",114,2,0
"3615",71,"retired","divorced","tertiary","no",261,"no","no","cellular",12,"aug",1117,2,0
"3616",31,"admin.","single","secondary","no",757,"no","no","cellular",3,"feb",343,2,0
"3617",45,"management","single","tertiary","no",16,"no","no","cellular",31,"jul",59,2,0
"3618",42,"blue-collar","married","secondary","no",-422,"no","no","cellular",9,"jul",31,1,0
"3619",45,"admin.","married","secondary","no",248,"no","no","cellular",16,"jul",212,2,0
"3620",47,"technician","married","primary","no",145,"yes","no","unknown",7,"may",157,6,0
"3621",60,"retired","divorced","secondary","no",598,"no","yes","cellular",8,"jul",96,1,0
"3622",35,"management","married","tertiary","no",949,"yes","no","unknown",27,"may",245,2,0
"3623",31,"technician","single","tertiary","no",614,"no","no","cellular",11,"aug",72,4,0
"3624",33,"blue-collar","married","primary","no",1209,"yes","no","cellular",16,"apr",700,1,0
"3625",50,"self-employed","married","tertiary","no",202,"yes","no","cellular",15,"apr",107,1,4
"3626",51,"blue-collar","married","secondary","no",1840,"yes","no","cellular",18,"aug",312,3,0
"3627",34,"technician","married","secondary","no",114,"yes","yes","cellular",4,"jun",153,1,3
"3628",56,"services","married","secondary","no",-229,"no","yes","cellular",23,"jul",55,10,0
"3629",29,"services","married","secondary","no",182,"yes","no","telephone",13,"may",38,3,0
"3630",31,"blue-collar","married","secondary","no",401,"no","no","cellular",14,"aug",96,3,0
"3631",44,"technician","divorced","unknown","no",759,"yes","no","unknown",23,"may",397,1,0
"3632",55,"retired","married","secondary","no",4194,"no","yes","telephone",30,"jul",208,3,0
"3633",35,"student","single","unknown","no",0,"no","no","telephone",28,"jan",122,3,0
"3634",36,"technician","married","tertiary","no",629,"yes","yes","cellular",29,"dec",109,1,1
"3635",54,"retired","married","secondary","no",153,"yes","yes","unknown",26,"may",74,1,0
"3636",32,"management","married","tertiary","no",553,"yes","no","cellular",22,"jul",72,1,0
"3637",36,"management","divorced","tertiary","no",1057,"no","no","cellular",5,"feb",383,2,0
"3638",60,"retired","married","secondary","no",78,"yes","no","unknown",12,"may",113,3,0
"3639",32,"technician","single","secondary","no",-28,"no","yes","unknown",4,"jul",400,1,0
"3640",57,"management","married","tertiary","no",929,"no","no","cellular",19,"aug",387,8,0
"3641",34,"blue-collar","married","primary","no",428,"yes","no","cellular",18,"may",59,2,0
"3642",27,"student","single","secondary","no",268,"yes","no","cellular",13,"may",528,1,2
"3643",52,"management","single","tertiary","yes",83,"no","no","cellular",26,"aug",1223,6,0
"3644",45,"admin.","divorced","unknown","no",998,"yes","no","telephone",30,"jul",38,2,0
"3645",58,"admin.","single","secondary","no",2223,"no","no","cellular",4,"dec",1139,2,1
"3646",39,"blue-collar","single","primary","no",6,"yes","no","cellular",19,"nov",286,2,0
"3647",48,"blue-collar","single","secondary","no",312,"yes","yes","cellular",3,"feb",369,2,0
"3648",36,"management","single","secondary","no",0,"no","no","cellular",13,"aug",333,5,0
"3649",31,"technician","single","secondary","no",691,"yes","no","cellular",8,"may",198,1,0
"3650",41,"management","married","tertiary","no",771,"yes","no","cellular",26,"aug",106,8,0
"3651",30,"self-employed","single","secondary","no",192,"no","no","cellular",22,"jul",423,1,0
"3652",57,"retired","married","tertiary","no",0,"no","no","cellular",12,"aug",116,4,0
"3653",29,"admin.","single","secondary","yes",1070,"yes","no","unknown",19,"may",30,1,1
"3654",29,"services","divorced","secondary","yes",84,"yes","no","cellular",13,"apr",1101,2,0
"3655",30,"management","single","tertiary","no",2,"no","no","cellular",16,"jun",102,1,1
"3656",44,"management","married","tertiary","no",1242,"yes","no","cellular",6,"aug",384,6,0
"3657",33,"student","single","unknown","no",5969,"no","no","cellular",4,"sep",156,2,8
"3658",56,"admin.","divorced","secondary","no",3337,"yes","no","telephone",17,"nov",99,3,0
"3659",26,"services","single","secondary","yes",1347,"no","no","telephone",18,"jun",280,6,5
"3660",52,"technician","married","secondary","no",64,"no","no","telephone",29,"aug",20,2,0
"3661",32,"management","single","secondary","no",249,"yes","no","unknown",2,"jun",258,1,0
"3662",36,"technician","single","secondary","no",0,"no","no","cellular",29,"aug",85,6,0
"3663",26,"blue-collar","married","secondary","no",128,"no","no","unknown",4,"jul",355,1,0
"3664",37,"blue-collar","married","secondary","no",196,"yes","no","unknown",5,"jun",66,3,0
"3665",34,"technician","married","secondary","no",351,"yes","no","cellular",18,"jul",467,1,0
"3666",26,"services","single","secondary","no",5533,"yes","no","cellular",7,"may",582,2,4
"3667",32,"services","married","secondary","yes",38,"yes","no","cellular",15,"may",744,1,0
"3668",30,"management","single","tertiary","no",35,"no","no","cellular",30,"jul",185,4,0
"3669",27,"technician","single","secondary","no",235,"yes","no","cellular",12,"may",13,5,0
"3670",42,"admin.","single","secondary","no",30,"yes","no","cellular",4,"feb",98,1,3
"3671",33,"blue-collar","single","primary","no",92,"yes","no","unknown",9,"may",127,1,0
"3672",37,"blue-collar","married","secondary","no",67,"no","no","unknown",3,"jun",45,2,0
"3673",45,"blue-collar","married","secondary","no",4022,"yes","no","cellular",29,"jan",244,3,0
"3674",36,"entrepreneur","married","tertiary","yes",3057,"no","no","unknown",16,"jun",2769,4,0
"3675",39,"management","single","tertiary","no",0,"yes","no","cellular",12,"may",561,4,3
"3676",33,"management","single","tertiary","no",349,"no","no","cellular",22,"aug",182,1,0
"3677",47,"services","married","secondary","no",2322,"no","no","cellular",22,"aug",618,1,0
"3678",49,"entrepreneur","married","secondary","no",167,"yes","yes","unknown",6,"may",198,3,0
"3679",46,"management","divorced","secondary","no",558,"no","no","cellular",19,"aug",126,6,0
"3680",31,"services","married","secondary","no",-230,"yes","yes","cellular",16,"jul",715,1,0
"3681",43,"unemployed","divorced","secondary","no",4094,"yes","no","cellular",21,"nov",63,1,0
"3682",30,"blue-collar","single","secondary","yes",239,"yes","no","unknown",21,"may",412,1,0
"3683",43,"management","divorced","tertiary","no",497,"no","no","cellular",13,"may",66,1,22
"3684",42,"blue-collar","married","secondary","no",179,"yes","no","cellular",17,"nov",96,1,0
"3685",30,"admin.","single","tertiary","yes",305,"no","no","cellular",30,"apr",633,1,2
"3686",33,"management","single","tertiary","no",-67,"yes","no","unknown",5,"may",364,1,0
"3687",41,"admin.","married","secondary","no",4539,"no","no","unknown",30,"may",298,3,0
"3688",29,"blue-collar","single","secondary","no",770,"yes","no","cellular",17,"apr",341,1,0
"3689",38,"unemployed","married","secondary","no",-673,"yes","no","unknown",26,"may",364,1,0
"3690",29,"technician","married","tertiary","no",858,"yes","no","cellular",12,"jun",234,7,1
"3691",80,"housemaid","married","primary","yes",0,"no","no","cellular",23,"feb",639,1,1
"3692",38,"management","single","tertiary","no",5244,"no","no","cellular",8,"aug",310,4,0
"3693",36,"blue-collar","divorced","primary","no",117,"yes","no","unknown",2,"jun",123,4,0
"3694",38,"self-employed","married","tertiary","no",846,"no","no","cellular",2,"jun",253,1,0
"3695",44,"management","married","secondary","no",0,"yes","no","cellular",11,"jul",96,2,0
"3696",31,"management","married","tertiary","yes",1331,"no","no","cellular",30,"apr",297,1,3
